cd_ibge;municipio;gde_regiao;mes;casos_novos;pop;pop_60;obitos;area
3515509;Fernandópolis;Interior;Julho;685;66112;13714;13;5498
3515608;Fernando Prestes;Interior;Julho;34;5572;1219;2;16999
3515657;Fernão;Interior;Julho;5;1649;316;0;1005
3515707;Ferraz de Vasconcelos;RMSP (exceto capital);Julho;654;193037;21049;14;2956
3515806;Flora Rica;Interior;Julho;0;1589;368;0;22471
3515905;Floreal;Interior;Julho;10;2856;764;0;20424
3516002;Flórida Paulista;Interior;Julho;26;12120;2048;1;52414
3516101;Florínea;Interior;Julho;0;2703;560;0;22589
3516200;Franca;Interior;Julho;588;342125;53617;22;60568
3516309;Francisco Morato;RMSP (exceto capital);Julho;784;174403;18701;19;49
3516408;Franco da Rocha;RMSP (exceto capital);Julho;490;152201;17090;15;13278
3516507;Gabriel Monteiro;Interior;Julho;10;2684;610;1;13868
3516606;Gália;Interior;Julho;12;6563;1438;0;35591
3516705;Garça;Interior;Julho;58;42483;8051;1;55581
3516804;Gastão Vidigal;Interior;Julho;35;4768;731;1;18057
3516853;Gavião Peixoto;Interior;Julho;33;4610;622;0;24377
3516903;General Salgado;Interior;Julho;68;10648;2153;2;49438
3517000;Getulina;Interior;Julho;117;10847;1805;1;67676
3517109;Glicério;Interior;Julho;19;4749;881;0;2728
3517208;Guaiçara;Interior;Julho;182;11947;1725;2;27715
3517307;Guaimbê;Interior;Julho;10;5534;928;1;21781
3517406;Guaíra;Interior;Julho;195;39061;6516;4;125847
3517505;Guapiaçu;Interior;Julho;184;20848;3357;7;32513
3517604;Guapiara;Interior;Julho;35;17775;2764;3;40829
3517703;Guará;Interior;Julho;60;20824;3029;0;36218
3517802;Guaraçaí;Interior;Julho;13;8412;1780;0;5692
3517901;Guaraci;Interior;Julho;11;10978;1661;0;6415
3518008;Guarani d'Oeste;Interior;Julho;8;1922;411;0;857
3518107;Guarantã;Interior;Julho;27;6477;1045;1;46175
3518206;Guararapes;Interior;Julho;215;32076;5806;1;95564
3518305;Guararema;RMSP (exceto capital);Julho;97;29429;4163;6;27082
3518404;Guaratinguetá;Interior;Julho;230;118345;20362;16;75264
3518503;Guareí;Interior;Julho;132;15750;1965;0;56788
3518602;Guariba;Interior;Julho;409;39021;4860;15;27029
3518701;Guarujá;Interior;Julho;972;316405;41402;67;14479
3518800;Guarulhos;RMSP (exceto capital);Julho;5408;1351275;162662;389;31868
3518859;Guatapará;Interior;Julho;9;7440;1216;0;41357
3518909;Guzolândia;Interior;Julho;21;5107;896;1;25248
3519006;Herculândia;Interior;Julho;20;9260;1500;2;36425
3519055;Holambra;Interior;Julho;76;14493;1881;0;6558
3519071;Hortolândia;Interior;Julho;2717;230268;26129;42;6242
3519105;Iacanga;Interior;Julho;108;11306;1824;1;54739
3519204;Iacri;Interior;Julho;2;6272;1251;0;32195
3519253;Iaras;Interior;Julho;11;6894;888;0;40138
3519303;Ibaté;Interior;Julho;79;34738;4113;1;29098
3519402;Ibirá;Interior;Julho;128;12059;2221;2;27191
3519501;Ibirarema;Interior;Julho;56;7509;1151;0;22823
3519600;Ibitinga;Interior;Julho;245;58501;9244;9;68939
3519709;Ibiúna;Interior;Julho;104;76430;10936;4;105808
3519808;Icém;Interior;Julho;27;8032;1170;1;36236
3519907;Iepê;Interior;Julho;4;7921;1461;0;59497
3520004;Igaraçu do Tietê;Interior;Julho;71;24135;3410;0;9775
3520103;Igarapava;Interior;Julho;107;29456;4921;1;46836
3520202;Igaratá;Interior;Julho;151;9312;1532;4;29295
3520301;Iguape;Interior;Julho;146;29465;5406;3;19788
3520400;Ilhabela;Interior;Julho;521;33470;3732;6;34639
3520426;Ilha Comprida;Interior;Julho;29;10296;2235;2;19657
3520442;Ilha Solteira;Interior;Julho;43;25748;5242;1;65264
3520509;Indaiatuba;Interior;Julho;811;242868;33887;37;31155
3520608;Indiana;Interior;Julho;28;4775;891;0;12937
3520707;Indiaporã;Interior;Julho;6;3854;934;0;27961
3520806;Inúbia Paulista;Interior;Julho;3;3892;690;0;8712
3520905;Ipaussu;Interior;Julho;128;14506;2258;0;20955
3521002;Iperó;Interior;Julho;68;34352;4001;1;17029
3521101;Ipeúna;Interior;Julho;44;7571;942;0;19001
3521150;Ipiguá;Interior;Julho;60;5231;946;2;13603
3521200;Iporanga;Interior;Julho;11;4407;657;0;115206
3521309;Ipuã;Interior;Julho;157;15861;2027;4;46646
3521408;Iracemápolis;Interior;Julho;398;23654;3298;5;11512
3521507;Irapuã;Interior;Julho;31;7734;1338;0;25761
3521606;Irapuru;Interior;Julho;8;7334;1447;0;21446
3521705;Itaberá;Interior;Julho;46;17614;2959;0;110025
3521804;Itaí;Interior;Julho;23;26507;3561;0;109288
3521903;Itajobi;Interior;Julho;87;14614;3191;3;50207
3522000;Itaju;Interior;Julho;26;3654;622;0;23036
3522109;Itanhaém;Interior;Julho;367;98757;17117;15;60171
3522158;Itaoca;Interior;Julho;11;3186;596;0;18302
3522208;Itapecerica da Serra;RMSP (exceto capital);Julho;602;169619;18223;45;15074
3522307;Itapetininga;Interior;Julho;386;160150;23100;11;178935
3522406;Itapeva;Interior;Julho;120;91693;12332;4;182626
3522505;Itapevi;RMSP (exceto capital);Julho;937;237714;23105;49;8266
3522604;Itapira;Interior;Julho;278;71500;13246;4;51842
3522653;Itapirapuã Paulista;Interior;Julho;24;4180;557;1;40648
3522703;Itápolis;Interior;Julho;110;41548;7560;3;99675
3522802;Itaporanga;Interior;Julho;52;14688;2690;1;508
3522901;Itapuí;Interior;Julho;76;13779;2074;1;14002
3523008;Itapura;Interior;Julho;20;4916;799;0;30165
3523107;Itaquaquecetuba;RMSP (exceto capital);Julho;1224;370589;37537;63;8262
3523206;Itararé;Interior;Julho;72;49018;7477;2;100386
3523305;Itariri;Interior;Julho;84;17274;2412;1;27367
3523404;Itatiba;Interior;Julho;299;117916;17334;4;32228
3523503;Itatinga;Interior;Julho;132;20550;2438;2;97982
3523602;Itirapina;Interior;Julho;65;17162;2082;3;5646
3523701;Itirapuã;Interior;Julho;4;6279;990;0;16112
3523800;Itobi;Interior;Julho;102;7609;1304;0;13899
3523909;Itu;Interior;Julho;1032;169772;24287;20;64072
3524006;Itupeva;Interior;Julho;648;59159;6478;15;20082
3524105;Ituverava;Interior;Julho;78;40246;7374;0;70466
3524204;Jaborandi;Interior;Julho;24;6677;1128;0;27344
3524303;Jaboticabal;Interior;Julho;111;74221;13382;10;7066
3524402;Jacareí;Interior;Julho;957;227945;35476;35;46427
3524501;Jaci;Interior;Julho;68;6969;947;0;14513
3524600;Jacupiranga;Interior;Julho;176;17222;2653;1;70419
3524709;Jaguariúna;Interior;Julho;223;54848;7339;8;14139
3524808;Jales;Interior;Julho;296;47254;9872;3;36857
3524907;Jambeiro;Interior;Julho;21;6214;947;0;18441
3525003;Jandira;RMSP (exceto capital);Julho;406;123603;13416;17;1745
3525102;Jardinópolis;Interior;Julho;150;42893;6353;10;50187
3525201;Jarinu;Interior;Julho;144;29820;3987;4;20755
3525300;Jaú;Interior;Julho;530;147505;23947;13;6871
3525409;Jeriquara;Interior;Julho;8;3141;449;0;14197
3525508;Joanópolis;Interior;Julho;42;12666;2313;0;37429
3525607;João Ramalho;Interior;Julho;14;4384;589;2;41545
3525706;José Bonifácio;Interior;Julho;354;35981;5855;7;8602
3525805;Júlio Mesquita;Interior;Julho;5;4640;769;0;12818
3525854;Jumirim;Interior;Julho;16;3306;469;0;5669
3525904;Jundiaí;Interior;Julho;3302;407016;69839;123;43121
3526001;Junqueirópolis;Interior;Julho;47;20065;3714;1;58257
3526100;Juquiá;Interior;Julho;74;18828;3131;1;8128
3526209;Juquitiba;RMSP (exceto capital);Julho;105;30401;4132;2;52217
3526308;Lagoinha;Interior;Julho;6;4819;984;0;25547
3526407;Laranjal Paulista;Interior;Julho;175;27834;4800;3;38427
3526506;Lavínia;Interior;Julho;21;8500;1038;0;53768
3526605;Lavrinhas;Interior;Julho;7;7167;903;0;16707
3526704;Leme;Interior;Julho;959;100975;14281;23;40287
3526803;Lençóis Paulista;Interior;Julho;799;66343;9847;14;80954
3526902;Limeira;Interior;Julho;1514;296300;48554;100;58071
3527009;Lindóia;Interior;Julho;27;7722;1281;1;4876
3527108;Lins;Interior;Julho;721;75087;13497;15;57006
3527207;Lorena;Interior;Julho;138;86639;14379;7;41416
3527256;Lourdes;Interior;Julho;3;2182;445;0;11394
3527306;Louveira;Interior;Julho;295;48268;4812;8;5513
3527405;Lucélia;Interior;Julho;19;21019;3778;0;31481
3527504;Lucianópolis;Interior;Julho;1;2261;456;0;18954
3527603;Luís Antônio;Interior;Julho;104;14166;1535;6;59826
3527702;Luiziânia;Interior;Julho;63;5754;856;2;16658
3527801;Lupércio;Interior;Julho;3;4421;746;0;15517
3527900;Lutécia;Interior;Julho;3;2621;495;0;47523
3528007;Macatuba;Interior;Julho;144;16932;2571;2;22451
3528106;Macaubal;Interior;Julho;27;7749;1733;1;24809
3528205;Macedônia;Interior;Julho;32;3574;840;0;32757
3528304;Magda;Interior;Julho;15;3088;719;1;31228
3528403;Mairinque;Interior;Julho;170;46323;6632;5;21015
3528502;Mairiporã;RMSP (exceto capital);Julho;316;98622;13203;11;3207
3528601;Manduri;Interior;Julho;10;9525;1647;0;22905
3528700;Marabá Paulista;Interior;Julho;4;4931;697;1;91952
3528809;Maracaí;Interior;Julho;51;13521;2350;0;5335
3528858;Marapoama;Interior;Julho;11;2906;557;0;11127
3528908;Mariápolis;Interior;Julho;13;3975;735;0;18654
3529005;Marília;Interior;Julho;570;231554;40831;6;117052
3529104;Marinópolis;Interior;Julho;11;2097;406;0;7783
3529203;Martinópolis;Interior;Julho;75;25668;4344;5;125356
3529302;Matão;Interior;Julho;157;80020;13454;6;5249
3529401;Mauá;RMSP (exceto capital);Julho;1344;460132;57797;66;6191
3529500;Mendonça;Interior;Julho;51;5043;928;3;19515
3529609;Meridiano;Interior;Julho;11;3739;781;0;2282
3529658;Mesópolis;Interior;Julho;16;1893;368;0;14864
3529708;Miguelópolis;Interior;Julho;109;21424;3247;1;82085
3529807;Mineiros do Tietê;Interior;Julho;88;12597;2057;2;21324
3529906;Miracatu;Interior;Julho;80;19934;2946;5;100148
3530003;Mira Estrela;Interior;Julho;16;2939;679;1;21683
3530102;Mirandópolis;Interior;Julho;102;28646;5119;0;91769
3530201;Mirante do Paranapanema;Interior;Julho;9;17769;3373;0;123893
3530300;Mirassol;Interior;Julho;376;57824;10113;13;24323
3530409;Mirassolândia;Interior;Julho;74;4702;848;1;16613
3530508;Mococa;Interior;Julho;178;66753;12553;1;85516
3530607;Mogi das Cruzes;RMSP (exceto capital);Julho;1635;432905;60748;81;71254
3530706;Mogi Guaçu;Interior;Julho;865;148325;23961;29;81275
3530805;Mogi Mirim;Interior;Julho;534;90439;16221;23;49771
3530904;Mombuca;Interior;Julho;21;3332;476;0;1337
3531001;Monções;Interior;Julho;25;2175;485;0;10435
3531100;Mongaguá;Interior;Julho;103;54610;9236;7;14321
3531209;Monte Alegre do Sul;Interior;Julho;5;7749;1494;0;11031
3531308;Monte Alto;Interior;Julho;127;48405;9292;1;34695
3531407;Monte Aprazível;Interior;Julho;283;23458;4433;5;49556
3531506;Monte Azul Paulista;Interior;Julho;54;18191;3362;2;26346
3531605;Monte Castelo;Interior;Julho;1;3991;936;0;23355
3531704;Monteiro Lobato;Interior;Julho;34;4465;820;1;33274
3531803;Monte Mor;Interior;Julho;403;59614;7075;10;24057
3531902;Morro Agudo;Interior;Julho;300;32332;3967;6;138813
3532009;Morungaba;Interior;Julho;19;13247;1927;1;14675
3532058;Motuca;Interior;Julho;21;4638;739;0;2287
3532108;Murutinga do Sul;Interior;Julho;8;4281;979;0;25087
3532157;Nantes;Interior;Julho;3;3071;395;0;28665
3532207;Narandiba;Interior;Julho;15;4841;650;1;35733
3532306;Natividade da Serra;Interior;Julho;5;6698;1435;0;83337
3532405;Nazaré Paulista;Interior;Julho;77;18445;2953;0;32625
3532504;Neves Paulista;Interior;Julho;62;8620;1987;0;21905
3532603;Nhandeara;Interior;Julho;58;10782;2528;2;43616
3532702;Nipoã;Interior;Julho;33;4969;676;0;13761
3532801;Nova Aliança;Interior;Julho;38;6450;1192;0;21752
3532827;Nova Campina;Interior;Julho;2;9675;986;0;38538
3532843;Nova Canaã Paulista;Interior;Julho;4;1937;552;0;12447
3532868;Nova Castilho;Interior;Julho;5;1176;215;1;1834
3532900;Nova Europa;Interior;Julho;25;10749;1437;0;16025
3533007;Nova Granada;Interior;Julho;217;20918;3464;3;5318
3533106;Nova Guataporanga;Interior;Julho;0;2191;507;0;3416
3533205;Nova Independência;Interior;Julho;9;3731;494;0;26503
3533254;Novais;Interior;Julho;27;5509;609;2;11777
3533304;Nova Luzitânia;Interior;Julho;42;4044;630;2;7382
3533403;Nova Odessa;Interior;Julho;344;58039;8753;17;7379
3533502;Novo Horizonte;Interior;Julho;125;38954;6952;2;93174
3533601;Nuporanga;Interior;Julho;8;7268;1273;0;34827
3533700;Ocauçu;Interior;Julho;2;4146;783;0;30104
3533809;Óleo;Interior;Julho;1;2527;597;0;19894
3533908;Olímpia;Interior;Julho;439;52516;9595;6;80256
3534005;Onda Verde;Interior;Julho;39;4225;632;1;24295
3534104;Oriente;Interior;Julho;17;6265;1212;1;21867
3534203;Orindiúva;Interior;Julho;97;6866;769;3;24738
3534302;Orlândia;Interior;Julho;276;42266;6797;6;29177
3534401;Osasco;RMSP (exceto capital);Julho;3578;680964;93147;133;6495
3534500;Oscar Bressane;Interior;Julho;4;2514;605;0;22213
3534609;Osvaldo Cruz;Interior;Julho;60;31263;6674;2;24804
3534708;Ourinhos;Interior;Julho;443;110489;18745;6;29582
3534757;Ouroeste;Interior;Julho;41;9777;1531;2;28865
3534807;Ouro Verde;Interior;Julho;8;8268;1342;0;26678
3534906;Pacaembu;Interior;Julho;14;13056;2434;3;33938
3535002;Palestina;Interior;Julho;45;12160;2290;2;6977
3535101;Palmares Paulista;Interior;Julho;53;12997;1248;3;8213
3535200;Palmeira d'Oeste;Interior;Julho;47;9130;2193;1;31874
3535309;Palmital;Interior;Julho;42;21599;4425;0;54841
3535408;Panorama;Interior;Julho;46;15199;2341;3;35605
3535507;Paraguaçu Paulista;Interior;Julho;117;44180;7098;2;100149
3535606;Paraibuna;Interior;Julho;31;18230;3013;0;80958
3535705;Paraíso;Interior;Julho;34;6269;1113;0;15519
3535804;Paranapanema;Interior;Julho;31;19962;2683;0;101872
3535903;Paranapuã;Interior;Julho;25;3892;783;0;14035
3536000;Parapuã;Interior;Julho;34;10507;2247;2;36666
3536109;Pardinho;Interior;Julho;29;6392;914;0;20989
3536208;Pariquera-Açu;Interior;Julho;203;19251;2926;0;35941
3536257;Parisi;Interior;Julho;26;2054;458;0;8474
3536307;Patrocínio Paulista;Interior;Julho;13;14463;2222;0;60285
3536406;Paulicéia;Interior;Julho;12;7146;997;1;37409
3536505;Paulínia;Interior;Julho;1851;105037;12690;26;13878
3536570;Paulistânia;Interior;Julho;1;1769;326;0;25618
3536604;Paulo de Faria;Interior;Julho;33;8521;1433;1;73799
3536703;Pederneiras;Interior;Julho;161;45570;6644;5;72874
3536802;Pedra Bela;Interior;Julho;44;5964;1147;0;15859
3536901;Pedranópolis;Interior;Julho;14;2422;596;1;2601
3537008;Pedregulho;Interior;Julho;13;16279;2558;1;7126
3537107;Pedreira;Interior;Julho;78;46548;7069;3;10882
3537156;Pedrinhas Paulista;Interior;Julho;6;3010;581;0;15231
3537206;Pedro de Toledo;Interior;Julho;17;10977;1813;1;67044
3537305;Penápolis;Interior;Julho;200;60774;11490;3;71132
3537404;Pereira Barreto;Interior;Julho;85;25391;4495;3;97425
3537503;Pereiras;Interior;Julho;3;8428;1408;0;22314
3537602;Peruíbe;Interior;Julho;224;66201;11193;12;32622
3537701;Piacatu;Interior;Julho;1;5891;1010;0;23249
3537800;Piedade;Interior;Julho;179;53536;8755;7;74687
3537909;Pilar do Sul;Interior;Julho;55;28221;4259;0;68125
3538006;Pindamonhangaba;Interior;Julho;557;163611;23934;9;730
3538105;Pindorama;Interior;Julho;58;16255;2914;2;18483
3538204;Pinhalzinho;Interior;Julho;39;14755;2867;1;15453
3538303;Piquerobi;Interior;Julho;1;3535;686;0;48277
3538501;Piquete;Interior;Julho;25;13647;2694;0;176
3538600;Piracaia;Interior;Julho;105;26287;4407;2;38557
3538709;Piracicaba;Interior;Julho;4735;389873;64835;107;137807
3538808;Piraju;Interior;Julho;42;28574;5424;0;50459
3538907;Pirajuí;Interior;Julho;62;23259;3878;0;82376
3539004;Pirangi;Interior;Julho;126;10823;2163;4;21581
3539103;Pirapora do Bom Jesus;RMSP (exceto capital);Julho;144;18851;1853;0;10849
3539202;Pirapozinho;Interior;Julho;51;27213;4312;1;47767
3539301;Pirassununga;Interior;Julho;400;73706;13461;5;72712
3539400;Piratininga;Interior;Julho;32;13213;2371;4;40241
3539509;Pitangueiras;Interior;Julho;204;38584;4770;1;43064
3539608;Planalto;Interior;Julho;50;5167;712;1;28983
3539707;Platina;Interior;Julho;0;3501;572;0;32748
3539806;Poá;RMSP (exceto capital);Julho;433;115538;15261;13;1726
3539905;Poloni;Interior;Julho;49;5667;1140;0;13512
3540002;Pompéia;Interior;Julho;23;21282;3745;1;78467
3540101;Pongaí;Interior;Julho;17;3351;793;1;1834
3540200;Pontal;Interior;Julho;723;49283;4583;17;35637
3540259;Pontalinda;Interior;Julho;16;4487;679;0;20953
3540309;Pontes Gestal;Interior;Julho;34;2528;517;3;21751
3540408;Populina;Interior;Julho;21;3995;926;1;31594
3540507;Porangaba;Interior;Julho;14;9310;1838;0;26569
3540606;Porto Feliz;Interior;Julho;435;51697;8064;8;55671
3540705;Porto Ferreira;Interior;Julho;407;54102;8977;13;24491
3540754;Potim;Interior;Julho;51;20702;2159;0;4447
3540804;Potirendaba;Interior;Julho;232;16605;3085;3;34249
3540853;Pracinha;Interior;Julho;0;2913;291;0;6305
3540903;Pradópolis;Interior;Julho;174;20907;2717;3;16738
3541000;Praia Grande;Interior;Julho;2343;316844;47218;74;14925
3541059;Pratânia;Interior;Julho;15;5156;629;0;1751
3541109;Presidente Alves;Interior;Julho;8;4020;775;0;28664
3541208;Presidente Bernardes;Interior;Julho;70;13720;2965;3;74923
3541307;Presidente Epitácio;Interior;Julho;163;42400;6951;5;126028
3541406;Presidente Prudente;Interior;Julho;1150;221073;39118;27;56064
3541505;Presidente Venceslau;Interior;Julho;158;38005;7295;3;7552
3541604;Promissão;Interior;Julho;588;39667;6149;5;7792
3541653;Quadra;Interior;Julho;2;3708;641;0;20567
3541703;Quatá;Interior;Julho;27;13935;2058;0;65134
3541802;Queiroz;Interior;Julho;10;3279;408;1;23491
3541901;Queluz;Interior;Julho;108;12644;1688;0;2494
3542008;Quintana;Interior;Julho;11;6500;1157;0;31894
3542107;Rafard;Interior;Julho;68;8976;1373;1;12165
3542206;Rancharia;Interior;Julho;162;28847;5081;2;15875
3542305;Redenção da Serra;Interior;Julho;3;3837;763;0;30944
3542404;Regente Feijó;Interior;Julho;26;19491;3435;0;26328
3542503;Reginópolis;Interior;Julho;13;7215;1037;0;41041
3542602;Registro;Interior;Julho;505;54216;8438;6;7222
3542701;Restinga;Interior;Julho;5;7493;946;0;24575
3542800;Ribeira;Interior;Julho;15;3242;633;0;33576
3542909;Ribeirão Bonito;Interior;Julho;44;12959;1890;0;47155
3543006;Ribeirão Branco;Interior;Julho;70;17685;2214;2;6975
3543105;Ribeirão Corrente;Interior;Julho;0;4664;655;0;14833
3543204;Ribeirão do Sul;Interior;Julho;9;4360;892;0;20321
3543238;Ribeirão dos Índios;Interior;Julho;10;2141;503;0;19645
3543253;Ribeirão Grande;Interior;Julho;48;7510;1162;1;33336
3543303;Ribeirão Pires;RMSP (exceto capital);Julho;361;118968;19424;21;9908
3543402;Ribeirão Preto;Interior;Julho;6957;683777;110330;212;65092
3543501;Riversul;Interior;Julho;9;5705;1113;1;38588
3543600;Rifaina;Interior;Julho;7;3468;669;1;16251
3543709;Rincão;Interior;Julho;33;10496;1642;1;31664
3543808;Rinópolis;Interior;Julho;17;9720;2130;0;35848
3543907;Rio Claro;Interior;Julho;1649;201212;33922;45;49842
3544004;Rio das Pedras;Interior;Julho;272;34416;4227;11;22666
3544103;Rio Grande da Serra;RMSP (exceto capital);Julho;208;49816;5829;6;3634
3544202;Riolândia;Interior;Julho;99;11431;1461;0;6319
3544251;Rosana;Interior;Julho;28;18387;3132;0;74401
3544301;Roseira;Interior;Julho;37;10642;1468;1;13065
3544400;Rubiácea;Interior;Julho;12;3106;429;0;23648
3544509;Rubinéia;Interior;Julho;41;2989;720;0;24288
3544608;Sabino;Interior;Julho;24;5468;1103;1;30529
3544707;Sagres;Interior;Julho;1;2362;507;0;14794
3544806;Sales;Interior;Julho;24;6050;1165;1;30856
3544905;Sales Oliveira;Interior;Julho;110;11518;2044;1;30578
3545001;Salesópolis;RMSP (exceto capital);Julho;57;16838;2512;1;425
3545100;Salmourão;Interior;Julho;5;5117;923;0;17293
3545159;Saltinho;Interior;Julho;34;7860;1479;1;9974
3545209;Salto;Interior;Julho;734;115372;16885;20;13306
3545308;Salto de Pirapora;Interior;Julho;261;44223;6579;4;28051
3545407;Salto Grande;Interior;Julho;8;9095;1625;1;18844
3545506;Sandovalina;Interior;Julho;13;4211;550;0;45586
3545605;Santa Adélia;Interior;Julho;72;14892;2584;1;33027
3545704;Santa Albertina;Interior;Julho;44;5672;1304;0;27269
3545803;Santa Bárbara d'Oeste;Interior;Julho;1571;188745;31384;45;27103
3546009;Santa Branca;Interior;Julho;53;14179;2465;1;27224
3546108;Santa Clara d'Oeste;Interior;Julho;13;2006;448;2;18346
3546207;Santa Cruz da Conceição;Interior;Julho;34;4349;860;0;15013
3546256;Santa Cruz da Esperança;Interior;Julho;3;2077;377;1;14806
3546306;Santa Cruz das Palmeiras;Interior;Julho;711;33729;4721;7;29534
3546405;Santa Cruz do Rio Pardo;Interior;Julho;313;46110;8329;3;111475
3546504;Santa Ernestina;Interior;Julho;56;5525;728;0;13442
3546603;Santa Fé do Sul;Interior;Julho;328;30804;6215;17;20654
3546702;Santa Gertrudes;Interior;Julho;299;26189;2736;2;9829
3546801;Santa Isabel;RMSP (exceto capital);Julho;267;55086;8115;14;36333
3546900;Santa Lúcia;Interior;Julho;6;8562;1150;1;15403
3547007;Santa Maria da Serra;Interior;Julho;37;6141;793;0;25262
3547106;Santa Mercedes;Interior;Julho;0;2813;503;0;16675
3547205;Santana da Ponte Pensa;Interior;Julho;5;1509;444;0;12989
3547304;Santana de Parnaíba;RMSP (exceto capital);Julho;723;138132;16604;28;17995
3547403;Santa Rita d'Oeste;Interior;Julho;5;2404;667;0;2098
3547502;Santa Rita do Passa Quatro;Interior;Julho;49;26385;5912;0;75414
3547601;Santa Rosa de Viterbo;Interior;Julho;82;25604;4413;1;28858
3547650;Santa Salete;Interior;Julho;10;1440;359;0;7919
3547700;Santo Anastácio;Interior;Julho;32;20127;3961;4;55288
3547809;Santo André;RMSP (exceto capital);Julho;4563;693867;123293;129;17578
3547908;Santo Antônio da Alegria;Interior;Julho;3;6637;1255;0;31031
3548005;Santo Antônio de Posse;Interior;Julho;77;22849;3160;2;15413
3548054;Santo Antônio do Aracanguá;Interior;Julho;76;8252;1293;2;130843
3548104;Santo Antônio do Jardim;Interior;Julho;12;5826;1169;0;10996
3548203;Santo Antônio do Pinhal;Interior;Julho;20;6628;1061;0;13301
3548302;Santo Expedito;Interior;Julho;3;2972;585;0;9447
3548401;Santópolis do Aguapeí;Interior;Julho;26;4668;700;0;12803
3548500;Santos;Interior;Julho;6026;428703;95433;100;28103
3548609;São Bento do Sapucaí;Interior;Julho;26;10530;2027;0;25258
3548708;São Bernardo do Campo;RMSP (exceto capital);Julho;8279;812086;122274;248;40953
3548807;São Caetano do Sul;RMSP (exceto capital);Julho;1173;151244;34932;40;1533
3548906;São Carlos;Interior;Julho;822;242632;40879;8;113691
3549003;São Francisco;Interior;Julho;11;2677;612;0;7558
3549102;São João da Boa Vista;Interior;Julho;79;87340;16640;2;5164
3549201;São João das Duas Pontes;Interior;Julho;13;2476;489;0;12946
3549250;São João de Iracema;Interior;Julho;11;1850;357;0;1784
3549300;São João do Pau d'Alho;Interior;Julho;0;1985;529;0;11767
3549409;São Joaquim da Barra;Interior;Julho;260;50274;8130;9;41086
3549508;São José da Bela Vista;Interior;Julho;17;8727;1206;2;27695
3549607;São José do Barreiro;Interior;Julho;0;4070;703;0;57069
3549706;São José do Rio Pardo;Interior;Julho;50;53206;10348;3;41968
3549805;São José do Rio Preto;Interior;Julho;6297;447924;79391;160;43194
3549904;São José dos Campos;Interior;Julho;3989;710654;103840;108;109941
3549953;São Lourenço da Serra;RMSP (exceto capital);Julho;75;15579;2134;2;18646
3550001;São Luiz do Paraitinga;Interior;Julho;7;10569;1985;3;61732
3550100;São Manuel;Interior;Julho;73;39574;6377;1;65073
3550209;São Miguel Arcanjo;Interior;Julho;74;32000;4774;1;93034
3550308;São Paulo;Capital;Julho;70441;11869660;1853286;2387;152111
3550407;São Pedro;Interior;Julho;126;34208;6296;3;61128
3550506;São Pedro do Turvo;Interior;Julho;82;7369;1272;0;73122
3550605;São Roque;Interior;Julho;206;87435;14389;7;30691
3550704;São Sebastião;Interior;Julho;393;87135;10052;9;4024
3550803;São Sebastião da Grama;Interior;Julho;72;11936;2138;0;25241
3550902;São Simão;Interior;Julho;39;14847;2659;1;61725
3551009;São Vicente;Interior;Julho;1539;357929;53994;115;1481
3551108;Sarapuí;Interior;Julho;2;10110;1478;0;35259
3551207;Sarutaiá;Interior;Julho;39;3646;643;1;14161
3551306;Sebastianópolis do Sul;Interior;Julho;20;3293;673;0;16785
3551405;Serra Azul;Interior;Julho;48;12282;1425;2;28314
3551504;Serrana;Interior;Julho;360;44434;4998;11;12605
3551603;Serra Negra;Interior;Julho;45;27440;5669;0;20373
3551702;Sertãozinho;Interior;Julho;1942;122355;17281;34;40309
3551801;Sete Barras;Interior;Julho;73;12628;2076;2;10627
3551900;Severínia;Interior;Julho;71;17126;2206;0;14046
3552007;Silveiras;Interior;Julho;24;6204;1026;0;41478
3552106;Socorro;Interior;Julho;121;38783;7970;1;44903
3552205;Sorocaba;Interior;Julho;5231;658547;96498;129;45038
3552304;Sud Mennucci;Interior;Julho;55;7713;1262;0;59474
3552403;Sumaré;Interior;Julho;2529;283212;34837;50;15347
3552502;Suzano;RMSP (exceto capital);Julho;1151;291002;37156;61;20624
3552551;Suzanápolis;Interior;Julho;28;3947;642;0;33059
3552601;Tabapuã;Interior;Julho;71;11892;2236;5;34579
3552700;Tabatinga;Interior;Julho;53;15897;2365;2;3686
3552809;Taboão da Serra;RMSP (exceto capital);Julho;1780;283871;32713;53;2039
3552908;Taciba;Interior;Julho;21;6054;966;2;60727
3553005;Taguaí;Interior;Julho;33;13319;1702;0;14533
3553104;Taiaçu;Interior;Julho;33;6037;1034;0;10706
3553203;Taiúva;Interior;Julho;18;6278;1147;1;13246
3553302;Tambaú;Interior;Julho;110;22803;4056;6;56179
3553401;Tanabi;Interior;Julho;454;25105;5024;13;74722
3553500;Tapiraí;Interior;Julho;35;7699;1170;0;7551
3553609;Tapiratiba;Interior;Julho;52;12610;2257;0;22189
3553658;Taquaral;Interior;Julho;25;2751;505;1;5389
3553708;Taquaritinga;Interior;Julho;128;54499;9495;3;59434
3553807;Taquarituba;Interior;Julho;45;23193;3791;2;44852
3553856;Taquarivaí;Interior;Julho;3;5746;646;0;23179
3553906;Tarabai;Interior;Julho;20;7269;986;1;20139
3553955;Tarumã;Interior;Julho;34;14806;1865;1;30291
3554003;Tatuí;Interior;Julho;591;120123;17470;15;52375
