cd_ibge;municipio;gde_regiao;mes;casos_novos;pop;pop_60;obitos;area
3500105;Adamantina;Interior;Fevereiro;0;33894;7398;0;41199
3500204;Adolfo;Interior;Fevereiro;0;3447;761;0;21106
3500303;Aguaí;Interior;Fevereiro;0;35608;5245;0;47455
3500402;Águas da Prata;Interior;Fevereiro;0;7797;1729;0;14267
3500501;Águas de Lindóia;Interior;Fevereiro;0;18374;3275;0;6013
3500550;Águas de Santa Bárbara;Interior;Fevereiro;0;5931;1106;0;40446
3500600;Águas de São Pedro;Interior;Fevereiro;0;3122;764;0;361
3500709;Agudos;Interior;Fevereiro;0;36134;5524;0;96671
3500758;Alambari;Interior;Fevereiro;0;5779;830;0;1596
3500808;Alfredo Marcondes;Interior;Fevereiro;0;3927;907;0;11892
3500907;Altair;Interior;Fevereiro;0;4036;552;0;31301
3501004;Altinópolis;Interior;Fevereiro;0;15553;2980;0;92896
3501103;Alto Alegre;Interior;Fevereiro;0;4017;964;0;31857
3501152;Alumínio;Interior;Fevereiro;0;17972;2230;0;8366
3501202;Álvares Florence;Interior;Fevereiro;0;3621;991;0;36241
3501301;Álvares Machado;Interior;Fevereiro;0;23789;4267;0;34765
3501400;Álvaro de Carvalho;Interior;Fevereiro;0;5044;583;0;15366
3501509;Alvinlândia;Interior;Fevereiro;0;3176;505;0;8488
3501608;Americana;Interior;Fevereiro;0;233458;40276;0;13391
3501707;Américo Brasiliense;Interior;Fevereiro;0;40243;4465;0;12279
3501806;Américo de Campos;Interior;Fevereiro;0;5736;1267;0;25288
3501905;Amparo;Interior;Fevereiro;0;69639;12727;0;44532
3502002;Analândia;Interior;Fevereiro;0;4850;813;0;32595
3502101;Andradina;Interior;Fevereiro;0;56054;10776;0;96423
3502200;Angatuba;Interior;Fevereiro;0;24501;3775;0;102729
3502309;Anhembi;Interior;Fevereiro;0;6672;975;0;73656
3502408;Anhumas;Interior;Fevereiro;0;3963;680;0;32084
3502507;Aparecida;Interior;Fevereiro;0;35709;6043;0;12108
3502606;Aparecida d'Oeste;Interior;Fevereiro;0;4132;997;0;179
3502705;Apiaí;Interior;Fevereiro;0;24666;3685;0;97432
3502754;Araçariguama;Interior;Fevereiro;0;20980;2193;0;1452
3502804;Araçatuba;Interior;Fevereiro;0;190469;35257;0;116713
3502903;Araçoiaba da Serra;Interior;Fevereiro;0;32390;5103;0;25533
3503000;Aramina;Interior;Fevereiro;0;5496;980;0;20283
3503109;Arandu;Interior;Fevereiro;0;6165;1030;0;28591
3503158;Arapeí;Interior;Fevereiro;0;2471;433;0;1569
3503208;Araraquara;Interior;Fevereiro;0;227618;40188;0;100363
3503307;Araras;Interior;Fevereiro;0;131057;21594;0;64483
3503356;Arco-Íris;Interior;Fevereiro;0;1816;414;0;2649
3503406;Arealva;Interior;Fevereiro;0;8196;1774;0;50497
3503505;Areias;Interior;Fevereiro;0;3843;562;0;30523
3503604;Areiópolis;Interior;Fevereiro;0;10857;1303;0;8591
3503703;Ariranha;Interior;Fevereiro;0;9320;1475;0;13262
3503802;Artur Nogueira;Interior;Fevereiro;0;52609;6762;0;17803
3503901;Arujá;RMSP (exceto capital);Fevereiro;0;89744;10776;0;9617
3503950;Aspásia;Interior;Fevereiro;0;1765;402;0;6937
3504008;Assis;Interior;Fevereiro;0;101381;18181;0;46061
3504107;Atibaia;Interior;Fevereiro;0;139606;21916;0;47852
3504206;Auriflama;Interior;Fevereiro;0;14471;2825;0;4345
3504305;Avaí;Interior;Fevereiro;0;5288;853;0;54069
3504404;Avanhandava;Interior;Fevereiro;0;12114;1541;0;33837
3504503;Avaré;Interior;Fevereiro;0;87538;14398;0;121306
3504602;Bady Bassitt;Interior;Fevereiro;0;16329;2565;0;11037
3504701;Balbinos;Interior;Fevereiro;0;3704;306;0;9164
3504800;Bálsamo;Interior;Fevereiro;0;8524;1712;0;14988
3504909;Bananal;Interior;Fevereiro;0;10651;1900;0;61643
3505005;Barão de Antonina;Interior;Fevereiro;0;3383;637;0;15314
3505104;Barbosa;Interior;Fevereiro;0;7284;1122;0;20521
3505203;Bariri;Interior;Fevereiro;0;33993;6061;0;44441
3505302;Barra Bonita;Interior;Fevereiro;0;34914;6605;0;15012
3505351;Barra do Chapéu;Interior;Fevereiro;0;5530;802;0;40568
3505401;Barra do Turvo;Interior;Fevereiro;0;7687;1274;0;100768
3505500;Barretos;Interior;Fevereiro;0;118048;20239;0;156616
3505609;Barrinha;Interior;Fevereiro;0;32338;3336;0;14603
3505708;Barueri;RMSP (exceto capital);Fevereiro;0;264390;29409;0;657
3505807;Bastos;Interior;Fevereiro;0;20301;3549;0;17091
3505906;Batatais;Interior;Fevereiro;0;60222;10779;0;84953
3506003;Bauru;Interior;Fevereiro;0;364225;62416;0;66768
3506102;Bebedouro;Interior;Fevereiro;0;74155;13801;0;68319
3506201;Bento de Abreu;Interior;Fevereiro;0;2945;455;0;30169
3506300;Bernardino de Campos;Interior;Fevereiro;0;10787;2156;0;24416
3506359;Bertioga;Interior;Fevereiro;0;63290;6351;0;49155
3506409;Bilac;Interior;Fevereiro;0;7816;1521;0;15803
3506508;Birigui;Interior;Fevereiro;0;121329;19969;0;53003
3506607;Biritiba Mirim;RMSP (exceto capital);Fevereiro;0;32338;4381;0;31741
3506706;Boa Esperança do Sul;Interior;Fevereiro;0;14582;2032;0;69075
3506805;Bocaina;Interior;Fevereiro;0;12135;1818;0;36393
3506904;Bofete;Interior;Fevereiro;0;11076;1948;0;65354
3507001;Boituva;Interior;Fevereiro;0;57292;7426;0;24895
3507100;Bom Jesus dos Perdões;Interior;Fevereiro;0;24291;3068;0;10837
3507159;Bom Sucesso de Itararé;Interior;Fevereiro;0;3861;404;0;13358
3507209;Borá;Interior;Fevereiro;0;812;130;0;11895
3507308;Boracéia;Interior;Fevereiro;0;4759;739;0;12211
3507407;Borborema;Interior;Fevereiro;0;15323;2800;0;55226
3507456;Borebi;Interior;Fevereiro;0;2579;356;0;34799
3507506;Botucatu;Interior;Fevereiro;0;141135;23520;0;148264
3507605;Bragança Paulista;Interior;Fevereiro;0;163980;25945;0;51258
3507704;Braúna;Interior;Fevereiro;0;5552;1025;0;19518
3507753;Brejo Alegre;Interior;Fevereiro;0;2768;461;0;10569
3507803;Brodowski;Interior;Fevereiro;0;23943;3710;0;27846
3507902;Brotas;Interior;Fevereiro;0;23850;3735;0;110137
3508009;Buri;Interior;Fevereiro;0;19678;2558;0;119591
3508108;Buritama;Interior;Fevereiro;0;16596;2947;0;32692
3508207;Buritizal;Interior;Fevereiro;0;4307;822;0;26642
3508306;Cabrália Paulista;Interior;Fevereiro;0;4308;695;0;23997
3508405;Cabreúva;Interior;Fevereiro;0;49430;5335;0;26023
3508504;Caçapava;Interior;Fevereiro;0;91217;14274;0;36899
3508603;Cachoeira Paulista;Interior;Fevereiro;0;32231;5391;0;28799
3508702;Caconde;Interior;Fevereiro;0;18854;3458;0;46821
3508801;Cafelândia;Interior;Fevereiro;0;17244;3107;0;92028
3508900;Caiabu;Interior;Fevereiro;0;4103;771;0;25335
3509007;Caieiras;RMSP (exceto capital);Fevereiro;0;100612;12059;0;9764
3509106;Caiuá;Interior;Fevereiro;0;5600;973;0;55116
3509205;Cajamar;RMSP (exceto capital);Fevereiro;0;77627;7690;0;13139
3509254;Cajati;Interior;Fevereiro;0;28992;3888;0;45444
3509304;Cajobi;Interior;Fevereiro;0;10105;1830;0;17693
3509403;Cajuru;Interior;Fevereiro;0;25663;3904;0;66009
3509452;Campina do Monte Alegre;Interior;Fevereiro;0;5812;919;0;18503
3509502;Campinas;Interior;Fevereiro;0;1175501;192796;0;79457
3509601;Campo Limpo Paulista;Interior;Fevereiro;0;82842;11337;0;794
3509700;Campos do Jordão;Interior;Fevereiro;0;50118;6425;0;29052
3509809;Campos Novos Paulista;Interior;Fevereiro;0;4817;826;0;4842
3509908;Cananéia;Interior;Fevereiro;0;12341;2042;0;123735
3509957;Canas;Interior;Fevereiro;0;5064;615;0;5326
3510005;Cândido Mota;Interior;Fevereiro;0;30019;5524;0;59581
3510104;Cândido Rodrigues;Interior;Fevereiro;0;2674;615;0;7089
3510153;Canitar;Interior;Fevereiro;0;4991;555;0;5746
3510203;Capão Bonito;Interior;Fevereiro;0;46418;6902;0;164023
3510302;Capela do Alto;Interior;Fevereiro;0;20542;2631;0;16989
3510401;Capivari;Interior;Fevereiro;0;54231;7404;0;32288
3510500;Caraguatatuba;Interior;Fevereiro;0;116106;16658;0;48495
3510609;Carapicuíba;RMSP (exceto capital);Fevereiro;0;394598;50996;0;3455
3510708;Cardoso;Interior;Fevereiro;0;11721;2513;0;63925
3510807;Casa Branca;Interior;Fevereiro;0;29462;5049;0;86423
3510906;Cássia dos Coqueiros;Interior;Fevereiro;0;2495;501;0;19168
3511003;Castilho;Interior;Fevereiro;0;20728;3273;0;106532
3511102;Catanduva;Interior;Fevereiro;0;117206;21966;0;2906
3511201;Catiguá;Interior;Fevereiro;0;7529;1225;0;14839
3511300;Cedral;Interior;Fevereiro;0;8836;1727;0;19784
3511409;Cerqueira César;Interior;Fevereiro;0;19213;3050;0;51162
3511508;Cerquilho;Interior;Fevereiro;0;46411;7050;0;1278
3511607;Cesário Lange;Interior;Fevereiro;0;17248;2469;0;19039
3511706;Charqueada;Interior;Fevereiro;0;16933;2399;0;17585
3511904;Clementina;Interior;Fevereiro;0;8324;1068;0;16859
3512001;Colina;Interior;Fevereiro;0;17603;3020;0;4223
3512100;Colômbia;Interior;Fevereiro;0;6046;914;0;72865
3512209;Conchal;Interior;Fevereiro;0;27284;3663;0;18279
3512308;Conchas;Interior;Fevereiro;0;17134;3050;0;46612
3512407;Cordeirópolis;Interior;Fevereiro;0;24356;3527;0;13758
3512506;Coroados;Interior;Fevereiro;0;5926;990;0;24683
3512605;Coronel Macedo;Interior;Fevereiro;0;4843;899;0;30383
3512704;Corumbataí;Interior;Fevereiro;0;3962;671;0;27862
3512803;Cosmópolis;Interior;Fevereiro;0;71282;8796;0;15467
3512902;Cosmorama;Interior;Fevereiro;0;6997;1671;0;44168
3513009;Cotia;RMSP (exceto capital);Fevereiro;0;247424;28357;0;32399
3513108;Cravinhos;Interior;Fevereiro;0;34428;5222;0;31142
3513207;Cristais Paulista;Interior;Fevereiro;0;8425;1336;0;38523
3513306;Cruzália;Interior;Fevereiro;0;2117;425;0;14933
3513405;Cruzeiro;Interior;Fevereiro;0;79927;13518;0;3057
3513504;Cubatão;Interior;Fevereiro;0;129145;15732;0;14288
3513603;Cunha;Interior;Fevereiro;0;21681;3872;0;140725
3513702;Descalvado;Interior;Fevereiro;0;32430;5840;0;75371
3513801;Diadema;RMSP (exceto capital);Fevereiro;0;404477;47787;0;3073
3513850;Dirce Reis;Interior;Fevereiro;0;1717;384;0;8813
3513900;Divinolândia;Interior;Fevereiro;0;10886;2259;0;22375
3514007;Dobrada;Interior;Fevereiro;0;8904;1039;0;14973
3514106;Dois Córregos;Interior;Fevereiro;0;26972;4156;0;63297
3514205;Dolcinópolis;Interior;Fevereiro;0;2040;465;0;7794
3514304;Dourado;Interior;Fevereiro;0;8482;1733;0;20587
3514403;Dracena;Interior;Fevereiro;0;44995;9156;0;48769
3514502;Duartina;Interior;Fevereiro;0;11975;2485;0;26456
3514601;Dumont;Interior;Fevereiro;0;9570;1333;0;11138
3514700;Echaporã;Interior;Fevereiro;0;6217;1188;0;51526
3514809;Eldorado;Interior;Fevereiro;0;15236;2195;0;165426
3514908;Elias Fausto;Interior;Fevereiro;0;17346;2361;0;20236
3514924;Elisiário;Interior;Fevereiro;0;3499;590;0;9398
3514957;Embaúba;Interior;Fevereiro;0;2409;461;0;8313
3515004;Embu das Artes;RMSP (exceto capital);Fevereiro;0;270790;29639;0;704
3515103;Embu-Guaçu;RMSP (exceto capital);Fevereiro;0;68053;9074;0;15564
3515129;Emilianópolis;Interior;Fevereiro;0;3068;625;0;22517
3515152;Engenheiro Coelho;Interior;Fevereiro;0;20535;1870;0;10994
3515186;Espírito Santo do Pinhal;Interior;Fevereiro;0;42573;7818;0;38924
3515194;Espírito Santo do Turvo;Interior;Fevereiro;0;4799;626;0;19367
3515202;Estrela d'Oeste;Interior;Fevereiro;0;8094;1685;0;29628
3515301;Estrela do Norte;Interior;Fevereiro;0;2665;415;0;26499
3515350;Euclides da Cunha Paulista;Interior;Fevereiro;0;9537;1433;0;57389
3515400;Fartura;Interior;Fevereiro;0;15644;2921;0;42917
3515509;Fernandópolis;Interior;Fevereiro;0;66112;13714;0;5498
3515608;Fernando Prestes;Interior;Fevereiro;0;5572;1219;0;16999
3515657;Fernão;Interior;Fevereiro;0;1649;316;0;1005
3515707;Ferraz de Vasconcelos;RMSP (exceto capital);Fevereiro;0;193037;21049;0;2956
3515806;Flora Rica;Interior;Fevereiro;0;1589;368;0;22471
3515905;Floreal;Interior;Fevereiro;0;2856;764;0;20424
3516002;Flórida Paulista;Interior;Fevereiro;0;12120;2048;0;52414
3516101;Florínea;Interior;Fevereiro;0;2703;560;0;22589
3516200;Franca;Interior;Fevereiro;0;342125;53617;0;60568
3516309;Francisco Morato;RMSP (exceto capital);Fevereiro;0;174403;18701;0;49
3516408;Franco da Rocha;RMSP (exceto capital);Fevereiro;0;152201;17090;0;13278
3516507;Gabriel Monteiro;Interior;Fevereiro;0;2684;610;0;13868
3516606;Gália;Interior;Fevereiro;0;6563;1438;0;35591
3516705;Garça;Interior;Fevereiro;0;42483;8051;0;55581
3516804;Gastão Vidigal;Interior;Fevereiro;0;4768;731;0;18057
3516853;Gavião Peixoto;Interior;Fevereiro;0;4610;622;0;24377
3516903;General Salgado;Interior;Fevereiro;0;10648;2153;0;49438
3517000;Getulina;Interior;Fevereiro;0;10847;1805;0;67676
3517109;Glicério;Interior;Fevereiro;0;4749;881;0;2728
3517208;Guaiçara;Interior;Fevereiro;0;11947;1725;0;27715
3517307;Guaimbê;Interior;Fevereiro;0;5534;928;0;21781
3517406;Guaíra;Interior;Fevereiro;0;39061;6516;0;125847
3517505;Guapiaçu;Interior;Fevereiro;0;20848;3357;0;32513
3517604;Guapiara;Interior;Fevereiro;0;17775;2764;0;40829
3517703;Guará;Interior;Fevereiro;0;20824;3029;0;36218
3517802;Guaraçaí;Interior;Fevereiro;0;8412;1780;0;5692
3517901;Guaraci;Interior;Fevereiro;0;10978;1661;0;6415
3518008;Guarani d'Oeste;Interior;Fevereiro;0;1922;411;0;857
3518107;Guarantã;Interior;Fevereiro;0;6477;1045;0;46175
3518206;Guararapes;Interior;Fevereiro;0;32076;5806;0;95564
3518305;Guararema;RMSP (exceto capital);Fevereiro;0;29429;4163;0;27082
3518404;Guaratinguetá;Interior;Fevereiro;0;118345;20362;0;75264
3518503;Guareí;Interior;Fevereiro;0;15750;1965;0;56788
3518602;Guariba;Interior;Fevereiro;0;39021;4860;0;27029
3518701;Guarujá;Interior;Fevereiro;0;316405;41402;0;14479
3518800;Guarulhos;RMSP (exceto capital);Fevereiro;0;1351275;162662;0;31868
3518859;Guatapará;Interior;Fevereiro;0;7440;1216;0;41357
3518909;Guzolândia;Interior;Fevereiro;0;5107;896;0;25248
3519006;Herculândia;Interior;Fevereiro;0;9260;1500;0;36425
3519055;Holambra;Interior;Fevereiro;0;14493;1881;0;6558
3519071;Hortolândia;Interior;Fevereiro;0;230268;26129;0;6242
3519105;Iacanga;Interior;Fevereiro;0;11306;1824;0;54739
3519204;Iacri;Interior;Fevereiro;0;6272;1251;0;32195
3519253;Iaras;Interior;Fevereiro;0;6894;888;0;40138
3519303;Ibaté;Interior;Fevereiro;0;34738;4113;0;29098
3519402;Ibirá;Interior;Fevereiro;0;12059;2221;0;27191
3519501;Ibirarema;Interior;Fevereiro;0;7509;1151;0;22823
3519600;Ibitinga;Interior;Fevereiro;0;58501;9244;0;68939
3519709;Ibiúna;Interior;Fevereiro;0;76430;10936;0;105808
3519808;Icém;Interior;Fevereiro;0;8032;1170;0;36236
3519907;Iepê;Interior;Fevereiro;0;7921;1461;0;59497
3520004;Igaraçu do Tietê;Interior;Fevereiro;0;24135;3410;0;9775
3520103;Igarapava;Interior;Fevereiro;0;29456;4921;0;46836
3520202;Igaratá;Interior;Fevereiro;0;9312;1532;0;29295
3520301;Iguape;Interior;Fevereiro;0;29465;5406;0;19788
3520400;Ilhabela;Interior;Fevereiro;0;33470;3732;0;34639
3520426;Ilha Comprida;Interior;Fevereiro;0;10296;2235;0;19657
3520442;Ilha Solteira;Interior;Fevereiro;0;25748;5242;0;65264
3520509;Indaiatuba;Interior;Fevereiro;0;242868;33887;0;31155
3520608;Indiana;Interior;Fevereiro;0;4775;891;0;12937
3520707;Indiaporã;Interior;Fevereiro;0;3854;934;0;27961
3520806;Inúbia Paulista;Interior;Fevereiro;0;3892;690;0;8712
3520905;Ipaussu;Interior;Fevereiro;0;14506;2258;0;20955
3521002;Iperó;Interior;Fevereiro;0;34352;4001;0;17029
3521101;Ipeúna;Interior;Fevereiro;0;7571;942;0;19001
3521150;Ipiguá;Interior;Fevereiro;0;5231;946;0;13603
3521200;Iporanga;Interior;Fevereiro;0;4407;657;0;115206
3521309;Ipuã;Interior;Fevereiro;0;15861;2027;0;46646
3521408;Iracemápolis;Interior;Fevereiro;0;23654;3298;0;11512
3521507;Irapuã;Interior;Fevereiro;0;7734;1338;0;25761
3521606;Irapuru;Interior;Fevereiro;0;7334;1447;0;21446
3521705;Itaberá;Interior;Fevereiro;0;17614;2959;0;110025
3521804;Itaí;Interior;Fevereiro;0;26507;3561;0;109288
3521903;Itajobi;Interior;Fevereiro;0;14614;3191;0;50207
3522000;Itaju;Interior;Fevereiro;0;3654;622;0;23036
3522109;Itanhaém;Interior;Fevereiro;0;98757;17117;0;60171
3522158;Itaoca;Interior;Fevereiro;0;3186;596;0;18302
3522208;Itapecerica da Serra;RMSP (exceto capital);Fevereiro;0;169619;18223;0;15074
3522307;Itapetininga;Interior;Fevereiro;0;160150;23100;0;178935
3522406;Itapeva;Interior;Fevereiro;0;91693;12332;0;182626
3522505;Itapevi;RMSP (exceto capital);Fevereiro;0;237714;23105;0;8266
3522604;Itapira;Interior;Fevereiro;0;71500;13246;0;51842
3522653;Itapirapuã Paulista;Interior;Fevereiro;0;4180;557;0;40648
3522703;Itápolis;Interior;Fevereiro;0;41548;7560;0;99675
3522802;Itaporanga;Interior;Fevereiro;0;14688;2690;0;508
3522901;Itapuí;Interior;Fevereiro;0;13779;2074;0;14002
3523008;Itapura;Interior;Fevereiro;0;4916;799;0;30165
3523107;Itaquaquecetuba;RMSP (exceto capital);Fevereiro;0;370589;37537;0;8262
3523206;Itararé;Interior;Fevereiro;0;49018;7477;0;100386
3523305;Itariri;Interior;Fevereiro;0;17274;2412;0;27367
3523404;Itatiba;Interior;Fevereiro;0;117916;17334;0;32228
3523503;Itatinga;Interior;Fevereiro;0;20550;2438;0;97982
3523602;Itirapina;Interior;Fevereiro;0;17162;2082;0;5646
3523701;Itirapuã;Interior;Fevereiro;0;6279;990;0;16112
3523800;Itobi;Interior;Fevereiro;0;7609;1304;0;13899
3523909;Itu;Interior;Fevereiro;0;169772;24287;0;64072
3524006;Itupeva;Interior;Fevereiro;0;59159;6478;0;20082
3524105;Ituverava;Interior;Fevereiro;0;40246;7374;0;70466
3524204;Jaborandi;Interior;Fevereiro;0;6677;1128;0;27344
3524303;Jaboticabal;Interior;Fevereiro;0;74221;13382;0;7066
3524402;Jacareí;Interior;Fevereiro;0;227945;35476;0;46427
3524501;Jaci;Interior;Fevereiro;0;6969;947;0;14513
3524600;Jacupiranga;Interior;Fevereiro;0;17222;2653;0;70419
3524709;Jaguariúna;Interior;Fevereiro;0;54848;7339;0;14139
3524808;Jales;Interior;Fevereiro;0;47254;9872;0;36857
3524907;Jambeiro;Interior;Fevereiro;0;6214;947;0;18441
3525003;Jandira;RMSP (exceto capital);Fevereiro;0;123603;13416;0;1745
3525102;Jardinópolis;Interior;Fevereiro;0;42893;6353;0;50187
3525201;Jarinu;Interior;Fevereiro;0;29820;3987;0;20755
3525300;Jaú;Interior;Fevereiro;0;147505;23947;0;6871
3525409;Jeriquara;Interior;Fevereiro;0;3141;449;0;14197
3525508;Joanópolis;Interior;Fevereiro;0;12666;2313;0;37429
3525607;João Ramalho;Interior;Fevereiro;0;4384;589;0;41545
3525706;José Bonifácio;Interior;Fevereiro;0;35981;5855;0;8602
3525805;Júlio Mesquita;Interior;Fevereiro;0;4640;769;0;12818
3525854;Jumirim;Interior;Fevereiro;0;3306;469;0;5669
3525904;Jundiaí;Interior;Fevereiro;0;407016;69839;0;43121
3526001;Junqueirópolis;Interior;Fevereiro;0;20065;3714;0;58257
3526100;Juquiá;Interior;Fevereiro;0;18828;3131;0;8128
3526209;Juquitiba;RMSP (exceto capital);Fevereiro;0;30401;4132;0;52217
3526308;Lagoinha;Interior;Fevereiro;0;4819;984;0;25547
3526407;Laranjal Paulista;Interior;Fevereiro;0;27834;4800;0;38427
3526506;Lavínia;Interior;Fevereiro;0;8500;1038;0;53768
3526605;Lavrinhas;Interior;Fevereiro;0;7167;903;0;16707
3526704;Leme;Interior;Fevereiro;0;100975;14281;0;40287
3526803;Lençóis Paulista;Interior;Fevereiro;0;66343;9847;0;80954
3526902;Limeira;Interior;Fevereiro;0;296300;48554;0;58071
3527009;Lindóia;Interior;Fevereiro;0;7722;1281;0;4876
3527108;Lins;Interior;Fevereiro;0;75087;13497;0;57006
3527207;Lorena;Interior;Fevereiro;0;86639;14379;0;41416
3527256;Lourdes;Interior;Fevereiro;0;2182;445;0;11394
3527306;Louveira;Interior;Fevereiro;0;48268;4812;0;5513
3527405;Lucélia;Interior;Fevereiro;0;21019;3778;0;31481
3527504;Lucianópolis;Interior;Fevereiro;0;2261;456;0;18954
3527603;Luís Antônio;Interior;Fevereiro;0;14166;1535;0;59826
3527702;Luiziânia;Interior;Fevereiro;0;5754;856;0;16658
3527801;Lupércio;Interior;Fevereiro;0;4421;746;0;15517
3527900;Lutécia;Interior;Fevereiro;0;2621;495;0;47523
3528007;Macatuba;Interior;Fevereiro;0;16932;2571;0;22451
3528106;Macaubal;Interior;Fevereiro;0;7749;1733;0;24809
3528205;Macedônia;Interior;Fevereiro;0;3574;840;0;32757
3528304;Magda;Interior;Fevereiro;0;3088;719;0;31228
3528403;Mairinque;Interior;Fevereiro;0;46323;6632;0;21015
3528502;Mairiporã;RMSP (exceto capital);Fevereiro;0;98622;13203;0;3207
3528601;Manduri;Interior;Fevereiro;0;9525;1647;0;22905
3528700;Marabá Paulista;Interior;Fevereiro;0;4931;697;0;91952
3528809;Maracaí;Interior;Fevereiro;0;13521;2350;0;5335
3528858;Marapoama;Interior;Fevereiro;0;2906;557;0;11127
3528908;Mariápolis;Interior;Fevereiro;0;3975;735;0;18654
3529005;Marília;Interior;Fevereiro;0;231554;40831;0;117052
3529104;Marinópolis;Interior;Fevereiro;0;2097;406;0;7783
3529203;Martinópolis;Interior;Fevereiro;0;25668;4344;0;125356
3529302;Matão;Interior;Fevereiro;0;80020;13454;0;5249
3529401;Mauá;RMSP (exceto capital);Fevereiro;0;460132;57797;0;6191
3529500;Mendonça;Interior;Fevereiro;0;5043;928;0;19515
3529609;Meridiano;Interior;Fevereiro;0;3739;781;0;2282
3529658;Mesópolis;Interior;Fevereiro;0;1893;368;0;14864
3529708;Miguelópolis;Interior;Fevereiro;0;21424;3247;0;82085
3529807;Mineiros do Tietê;Interior;Fevereiro;0;12597;2057;0;21324
3529906;Miracatu;Interior;Fevereiro;0;19934;2946;0;100148
3530003;Mira Estrela;Interior;Fevereiro;0;2939;679;0;21683
3530102;Mirandópolis;Interior;Fevereiro;0;28646;5119;0;91769
3530201;Mirante do Paranapanema;Interior;Fevereiro;0;17769;3373;0;123893
3530300;Mirassol;Interior;Fevereiro;0;57824;10113;0;24323
3530409;Mirassolândia;Interior;Fevereiro;0;4702;848;0;16613
3530508;Mococa;Interior;Fevereiro;0;66753;12553;0;85516
3530607;Mogi das Cruzes;RMSP (exceto capital);Fevereiro;0;432905;60748;0;71254
3530706;Mogi Guaçu;Interior;Fevereiro;0;148325;23961;0;81275
3530805;Mogi Mirim;Interior;Fevereiro;0;90439;16221;0;49771
3530904;Mombuca;Interior;Fevereiro;0;3332;476;0;1337
3531001;Monções;Interior;Fevereiro;0;2175;485;0;10435
3531100;Mongaguá;Interior;Fevereiro;0;54610;9236;0;14321
3531209;Monte Alegre do Sul;Interior;Fevereiro;0;7749;1494;0;11031
3531308;Monte Alto;Interior;Fevereiro;0;48405;9292;0;34695
3531407;Monte Aprazível;Interior;Fevereiro;0;23458;4433;0;49556
3531506;Monte Azul Paulista;Interior;Fevereiro;0;18191;3362;0;26346
3531605;Monte Castelo;Interior;Fevereiro;0;3991;936;0;23355
3531704;Monteiro Lobato;Interior;Fevereiro;0;4465;820;0;33274
3531803;Monte Mor;Interior;Fevereiro;0;59614;7075;0;24057
3531902;Morro Agudo;Interior;Fevereiro;0;32332;3967;0;138813
3532009;Morungaba;Interior;Fevereiro;0;13247;1927;0;14675
3532058;Motuca;Interior;Fevereiro;0;4638;739;0;2287
3532108;Murutinga do Sul;Interior;Fevereiro;0;4281;979;0;25087
3532157;Nantes;Interior;Fevereiro;0;3071;395;0;28665
3532207;Narandiba;Interior;Fevereiro;0;4841;650;0;35733
3532306;Natividade da Serra;Interior;Fevereiro;0;6698;1435;0;83337
3532405;Nazaré Paulista;Interior;Fevereiro;0;18445;2953;0;32625
3532504;Neves Paulista;Interior;Fevereiro;0;8620;1987;0;21905
3532603;Nhandeara;Interior;Fevereiro;0;10782;2528;0;43616
3532702;Nipoã;Interior;Fevereiro;0;4969;676;0;13761
3532801;Nova Aliança;Interior;Fevereiro;0;6450;1192;0;21752
3532827;Nova Campina;Interior;Fevereiro;0;9675;986;0;38538
3532843;Nova Canaã Paulista;Interior;Fevereiro;0;1937;552;0;12447
3532868;Nova Castilho;Interior;Fevereiro;0;1176;215;0;1834
3532900;Nova Europa;Interior;Fevereiro;0;10749;1437;0;16025
3533007;Nova Granada;Interior;Fevereiro;0;20918;3464;0;5318
3533106;Nova Guataporanga;Interior;Fevereiro;0;2191;507;0;3416
3533205;Nova Independência;Interior;Fevereiro;0;3731;494;0;26503
3533254;Novais;Interior;Fevereiro;0;5509;609;0;11777
3533304;Nova Luzitânia;Interior;Fevereiro;0;4044;630;0;7382
3533403;Nova Odessa;Interior;Fevereiro;0;58039;8753;0;7379
3533502;Novo Horizonte;Interior;Fevereiro;0;38954;6952;0;93174
3533601;Nuporanga;Interior;Fevereiro;0;7268;1273;0;34827
3533700;Ocauçu;Interior;Fevereiro;0;4146;783;0;30104
3533809;Óleo;Interior;Fevereiro;0;2527;597;0;19894
3533908;Olímpia;Interior;Fevereiro;0;52516;9595;0;80256
3534005;Onda Verde;Interior;Fevereiro;0;4225;632;0;24295
3534104;Oriente;Interior;Fevereiro;0;6265;1212;0;21867
3534203;Orindiúva;Interior;Fevereiro;0;6866;769;0;24738
3534302;Orlândia;Interior;Fevereiro;0;42266;6797;0;29177
3534401;Osasco;RMSP (exceto capital);Fevereiro;0;680964;93147;0;6495
3534500;Oscar Bressane;Interior;Fevereiro;0;2514;605;0;22213
3534609;Osvaldo Cruz;Interior;Fevereiro;0;31263;6674;0;24804
3534708;Ourinhos;Interior;Fevereiro;0;110489;18745;0;29582
3534757;Ouroeste;Interior;Fevereiro;0;9777;1531;0;28865
3534807;Ouro Verde;Interior;Fevereiro;0;8268;1342;0;26678
3534906;Pacaembu;Interior;Fevereiro;0;13056;2434;0;33938
3535002;Palestina;Interior;Fevereiro;0;12160;2290;0;6977
3535101;Palmares Paulista;Interior;Fevereiro;0;12997;1248;0;8213
3535200;Palmeira d'Oeste;Interior;Fevereiro;0;9130;2193;0;31874
